text,label
"I overslept and missed a workout, now I feel meh. How do I restart the routine?",self_help
I'm really struggling to forgive my brother after the way they handled it. How did you rebuild that trust?,peer_support
Just need to vent: money with my college friend has been wearing me down for ages now.,peer_support
My GP wants me to start therapy after I described intrusive thoughts that's lasted longer than I want to admit. Anyone know who's actually qualified recently?,professional
My anxiety has been bad enough that I'm avoiding driving for the whole semester now. What kind of professional should I look into?,professional
My my college friend is going through lost their job and I want to be there for them but I'm running out of energy. How do you keep showing up?,peer_support
My anxiety has been bad enough that I'm avoiding the gym for six months now. What kind of professional would actually help here?,professional
Feeling strained after my team restructured. Anyone this drift?,peer_support
"I overslept and missed a workout, now I feel uninspired. How do I not spiral?",self_help
"I think I might be depressed. I've felt disconnected for almost a year, cry without warning, and can't shake it.",professional
I want to build a habit of a short walk so I feel less sluggish after long days.,self_help
"I think I might be depressed. I've felt exhausted in a way sleep doesn't fix for three months, lost interest in things I used to love, and can't shake it.",professional
Anyone else feel like they have to perform happiness around my old friends even when they're not okay?,peer_support
Just need to vent: money with my sister has been wearing me down for a couple of months.,peer_support
I want to build a habit of morning stretches so I feel less meh after long days.,self_help
I keep lying awake spiraling and it's been longer than I want to admit. Is this something a trauma specialist should handle?,professional
My friend just moved across the country and I don't know how to support them. Could use some a sanity check.,peer_support
I keep replaying a argument I had with my sister about boundaries. Has anyone moved past something like that?,peer_support
Feeling tense after my team restructured. Anyone the same kind of distance?,peer_support
Honest question: when does racing thoughts at night for almost a year cross the line from a rough patch into needing a CBT therapist?,professional
Work has been overpacked this week and I'm a little tired. What helps you decompress in the evening?,self_help
I want to build a habit of morning stretches so I feel less drained after long days.,self_help
Going through a long-distance ending and could use advice from people who've been through it from people who've been there.,peer_support
My my sister is going through lost a parent and I want to be there for them but I'm running out of energy. How do you keep showing up?,peer_support
I've felt flat for over longer than I want to admit and even weekends doesn't help anymore. I think I should start therapy.,professional
Panic attacks have been happening almost daily and I'm scared to leaving the house some days. What's the right way to talk to a therapist?,professional
I can't be alone with my thoughts this evening. They're getting louder. a way through tonight.,crisis
Going through an unexpected split and could use a few kind words from people who've been there.,peer_support
I can't be alone with my thoughts tonight. They're constant. a way through tonight.,crisis
Honest question: when does panic attacks for most of this year cross the line from a rough patch into needing a trauma specialist?,professional
I don't think I can keep myself safe today. what to do?,crisis
I've been arguing a lot with my college friend about house chores and it's really making me second-guess myself. Anyone else dealing with this?,peer_support
I can't be alone with my thoughts tonight. They're getting louder. help.,crisis
Work has been intense this week and I'm a little tired. What helps you sleep better?,self_help
I feel like the world would be better without me and I don't trust myself today.,crisis
I keep replaying a argument I had with my brother about house chores. Has anyone moved past something like that?,peer_support
My eating has gotten really compulsive over the past the whole semester and I know it's not healthy. I want to find a clinical psychologist who works with this.,professional
I can't be alone with my thoughts today. They're getting louder. a hotline number.,crisis
My compulsive checking is now interfering with every part of my routine and good sleep barely touches it. I think I need a CBT therapist.,professional
"I had a rough day, mostly just a missed gym session. Looking for small things I can do to feel a bit lighter.",self_help
I've been arguing a lot with my brother about house chores and it's really leaving me drained. Anyone else dealing with this?,peer_support
I've been arguing a lot with my best friend about in-laws and it's really making me second-guess myself. Anyone else dealing with this?,peer_support
I'm at a breaking point. today I just want it to stop and I'm scared of what I'll do.,crisis
Work has been back-to-back this week and I'm a little low-energy. What helps you get my energy back?,self_help
I can't be alone with my thoughts this evening. They're stronger than before. a hotline number.,crisis
Going through an unexpected split and could use advice from people who've been through it from people who've been there.,peer_support
I'm spiraling and I don't think I can stay safe on my own right now. what to do?,crisis
I feel left out at work after I was excluded from a key meeting and don't really have anyone to share this with.,peer_support
I keep having nightmares I can't shake and it's been almost a year. Is this something a trauma specialist should handle?,professional
I keep replaying a cold exchange I had with my roommate about career stuff. Has anyone moved past something like that?,peer_support
"I had a mediocre day, mostly just a stressful inbox. Looking for small things I can do to reset.",self_help
"I've been waiting too long to get professional help. disconnected for longer than I want to admit, snap at everyone. Where do I even start?",professional
I'm really struggling to forgive my closest coworker after what happened. How did you feel okay around them again?,peer_support
I've been feeling a bit drained lately because of a long Monday. Any tips for lifting my mood?,self_help
I've been pretty lonely since I changed careers. Has anyone been through this exact situation?,peer_support
Honest question: when does panic attacks for almost a year cross the line from a rough patch into needing a psychiatrist?,professional
I'm trying to be more mindful day to day. What are simple ways to shake it off?,self_help
I've been feeling a bit off lately because of a busy week. Any tips for getting back into a routine?,self_help
Feeling off after I got passed up for a promotion. Anyone something similar?,peer_support
My GP wants me to see my GP about this after I described dissociation that's lasted longer than I want to admit. Anyone know who's actually qualified recently?,professional
I've been having panic attacks since last winter. It's affecting every part of my routine and I don't think I can manage it on my own.,professional
"I had a mediocre day, mostly just a missed gym session. Looking for small things I can do to reset.",self_help
I can't be alone with my thoughts right now. They're constant. someone to talk to.,crisis
I've been feeling a bit a little flat lately because of a busy week. Any tips for lifting my mood?,self_help
My friend just lost their job and I don't know how to support them. Could use some a sanity check.,peer_support
Feeling strained after I was excluded from a key meeting. Anyone this exact situation?,peer_support
I've been feeling a bit a little flat lately because of bad sleep. Any tips for getting back into a routine?,self_help
Anyone else feel like they have to fake being okay around my old friends even when they're not okay?,peer_support
Just need to vent: parenting choices with my sister has been wearing me down for the past year.,peer_support
"I had a mediocre day, mostly just a missed gym session. Looking for small things I can do to shake it off.",self_help
I've been feeling a bit meh lately because of deadlines piling up. Any tips for feeling less tired?,self_help
I've been having panic attacks since last winter. It's affecting how I show up at home and I don't think I can manage it on my own.,professional
My panic attacks is now interfering with every part of my routine and time off barely touches it. I think I need a therapist.,professional
I feel left out at work after I got passed up for a promotion and don't really have anyone to share this with.,peer_support
My eating has gotten really compulsive over the past three months and I know it's not healthy. I want to find a therapist who works with this.,professional
I'm trying to be more intentional day to day. What are simple ways to reset?,self_help
I don't want to be here anymore and I don't know how to make it through today.,crisis
I've been arguing a lot with my brother about money and it's really leaving me drained. Anyone else dealing with this?,peer_support
I want to disappear and I'm scared of what I might do. I need help right now.,crisis
I'm in crisis and I don't know how to stay safe today. Is there anyone I can talk to this evening?,crisis
I'm in the worst headspace I've been in and I'm worried I'm going to hurt myself. I need someone this evening.,crisis
I've felt disconnected for over almost a year and even going outside doesn't help anymore. I think I should see my GP about this.,professional
"After a really difficult event I haven't been the same. snap at everyone, and I avoid anything that reminds me of it. Should I look for a CBT therapist?",professional
Things between me and my brother have been complicated for the past year and I'm not sure who to talk to.,peer_support
I'm in crisis and I don't know how to get through tonight this evening. Is there anyone I can talk to right now?,crisis
Honest question: when does compulsive checking for three months cross the line from a rough patch into needing a therapist?,professional
Work has been non-stop this week and I'm a little groggy. What helps you sleep better?,self_help
My constant low mood is now interfering with how I show up at home and weekends barely touches it. I think I need a trauma specialist.,professional
I'm scared of what I might do tonight. I just need how to stay safe tonight.,crisis
I keep crying and I have a plan and I'm so tired. who to call right now?,crisis
I've been having compulsive checking since the start of the year. It's affecting how I show up at home and I don't think I can manage it on my own.,professional
I keep having intrusive thoughts about germs that I can't switch off. I think I need to see my GP about this.,professional
I can't be alone with my thoughts this evening. They're harder to ignore. a hotline number.,crisis
I've felt flat for over longer than I want to admit and even weekends doesn't help anymore. I think I should get professional help.,professional
Lost touch with most of my old friends since I left my hometown and feeling distant about reaching back out.,peer_support
My GP wants me to get professional help after I described flashbacks that's lasted the whole semester. Anyone know who's actually qualified recently?,professional
Everything feels like the worst headspace I've been in and I'm thinking about ending it. how to stay safe tonight?,crisis
I've been having racing thoughts at night since a difficult breakup. It's affecting my sleep and appetite and I don't think I can manage it on my own.,professional
I'm in a place I can't see out of and I'm worried I'm going to hurt myself. I need someone this evening.,crisis
I've been having racing thoughts at night since last winter. It's affecting my work and my relationships and I don't think I can manage it on my own.,professional
"I overslept and missed a workout, now I feel meh. How do I be kind to myself?",self_help
My GP wants me to start therapy after I described intrusive thoughts that's lasted almost a year. Anyone even start looking recently?,professional
I've been having racing thoughts at night since the move. It's affecting how I show up at home and I don't think I can manage it on my own.,professional
I've been feeling a bit meh lately because of a busy week. Any tips for getting back into a routine?,self_help
I can't be alone with my thoughts tonight. They're getting louder. a hotline number.,crisis
I can't be alone with my thoughts today. They're stronger than before. someone to talk to.,crisis
Honest question: when does racing thoughts at night for two months cross the line from a rough patch into needing a psychiatrist?,professional
Everything feels like a really dark place and I'm thinking about ending it. who to call right now?,crisis
Things between me and my college friend have been complicated for a couple of months and I'm not sure who to share this with.,peer_support
Lost touch with most of my old friends since I moved cities and feeling fragile about messaging them first.,peer_support
I can't be alone with my thoughts today. They're harder to ignore. someone to talk to.,crisis
Feeling strained after I got passed up for a promotion. Anyone this exact situation?,peer_support
I can't be alone with my thoughts tonight. They're getting louder. a way through tonight.,crisis
Just need to vent: money with my college friend has been wearing me down for a couple of months.,peer_support
I have a plan to harm myself and I can't shake it. Please tell me where I can get help.,crisis
I keep lying awake spiraling and it's been most of this year. Is this something a trauma specialist should handle?,professional
I can't be alone with my thoughts right now. They're stronger than before. help.,crisis
I'm scared of what I might do right now. I just need how to stay safe tonight.,crisis
Panic attacks have been happening every weekend and I'm scared to leaving the house some days. What's the right way to see a clinician?,professional
I think I'm slowly drifting from my partner and it makes me wearing me down. Has anyone feel okay around them again from that?,peer_support
Work has been chaotic this week and I'm a little tired. What helps you decompress in the evening?,self_help
I've been self-harming again and it's getting worse. I can't keep going like this. who to call right now?,crisis
Lost touch with most of my old friends since I moved cities and feeling fragile about reaching back out.,peer_support
Just need to vent: house chores with my dad has been wearing me down for a few weeks.,peer_support
I keep waking up at 3am with my heart pounding and it's been six months. Is this something a therapist should handle?,professional
I've been pretty lonely since I moved cities. Has anyone been through the same kind of distance?,peer_support
I'm at a breaking point. this evening I just want it to stop and I'm scared of what I'll do.,crisis
I can't be alone with my thoughts tonight. They're stronger than before. a way through tonight.,crisis
I've been feeling a bit a bit down lately because of bad sleep. Any tips for lifting my mood?,self_help
I've felt numb for over the whole semester and even journaling doesn't help anymore. I think I should get professional help.,professional
"I overslept and missed a workout, now I feel uninspired. How do I restart the routine?",self_help
Going through a long-distance ending and could use honest perspective from people who've been there.,peer_support
I've been on and off feeling on edge constantly for years and I think it's time to actually start therapy. How do I know who's actually qualified?,professional
Work has been intense this week and I'm a little tired. What helps you recharge on the weekend?,self_help
I'm a danger to myself right now. I need someone to help me get through this.,crisis
I want to build a habit of drinking more water so I feel less sluggish after long days.,self_help
Panic attacks have been happening every weekend and I'm scared to leaving the house some days. What's the right way to talk to a therapist?,professional
I want to build a habit of morning stretches so I feel less sluggish after long days.,self_help
I can't be alone with my thoughts this evening. They're harder to ignore. a way through tonight.,crisis
"I overslept and missed a workout, now I feel drained. How do I restart the routine?",self_help
"After a really difficult event I haven't been the same. cry without warning, and I avoid anything that reminds me of it. Should I look for a psychiatrist?",professional
Things between me and my roommate have been strained for the past year and I'm not sure who to vent to.,peer_support
I've been feeling a bit uninspired lately because of a busy week. Any tips for getting back into a routine?,self_help
I keep having intrusive thoughts about something happening to my family that I can't switch off. I think I need to start therapy.,professional
I'm done trying to white-knuckle this. compulsive checking since a difficult breakup and now can't concentrate. Looking for a clinical psychologist.,professional
Work has been back-to-back this week and I'm a little groggy. What helps you decompress in the evening?,self_help
I'm spiraling and I don't think I can stay safe on my own today. what to do?,crisis
My flashbacks is now interfering with my sleep and appetite and weekends barely touches it. I think I need a psychiatrist.,professional
"I think I might be depressed. I've felt on edge constantly for three months, lost interest in things I used to love, and can't shake it.",professional
I've felt numb for over longer than I want to admit and even good sleep doesn't help anymore. I think I should see a clinician.,professional
I've been arguing a lot with my partner about house chores and it's really messing with my sleep. Anyone else dealing with this?,peer_support
"I had a blah day, mostly just scrolling too much. Looking for small things I can do to lift my mood.",self_help
Looking for podcast recommendations to help me decompress during my commute.,self_help
I'm in crisis and I don't know how to get through tonight tonight. Is there anyone I can talk to this evening?,crisis
I've been feeling a bit meh lately because of bad sleep. Any tips for feeling less tired?,self_help
I keep replaying a tough conversation I had with my closest coworker about in-laws. Has anyone moved past something like that?,peer_support
I'm having a really bad night and the suicidal thoughts won't stop. I need help.,crisis
Panic attacks have been happening almost daily and I'm scared to calls with my manager some days. What's the right way to start therapy?,professional
I don't think I can keep myself safe today. who to call right now?,crisis
I'm in crisis and I don't know how to make it to morning tonight. Is there anyone I can talk to tonight?,crisis
I'm not safe tonight and I don't know who to call. I need help this evening.,crisis
Feeling weird after I got passed up for a promotion. Anyone something similar?,peer_support
My friend just lost a parent and I don't know how to show up for them. Could use some a sanity check.,peer_support
I'm not safe today and I don't know who to call. I need help this evening.,crisis
My eating has gotten really out of control over the past longer than I want to admit and I know it's not healthy. I want to find a psychiatrist who works with this.,professional
"Could you suggest a quick 10-minute routine? Nothing serious, just want to reset for the week.",self_help
Feeling weird after my team restructured. Anyone something similar?,peer_support
Feeling distant after I was excluded from a key meeting. Anyone this drift?,peer_support
My GP wants me to start therapy after I described racing thoughts at night that's lasted longer than I want to admit. Anyone know who's actually qualified recently?,professional
Work has been chaotic this week and I'm a little drained. What helps you recharge on the weekend?,self_help
I've been feeling a bit off lately because of a busy week. Any tips for feeling less tired?,self_help
I feel left out at work after a project I led failed publicly and don't really have anyone to talk to.,peer_support
I'm in a place I can't see out of and I'm worried I'm going to hurt myself. I need someone right now.,crisis
My eating has gotten really compulsive over the past six months and I know it's not healthy. I want to find a CBT therapist who works with this.,professional
I can't be alone with my thoughts today. They're harder to ignore. a hotline number.,crisis
I've felt exhausted in a way sleep doesn't fix for over longer than I want to admit and even weekends doesn't help anymore. I think I should start therapy.,professional
I want to build a habit of morning stretches so I feel less a bit down after long days.,self_help
Panic attacks have been happening almost daily and I'm scared to any group setting some days. What's the right way to get professional help?,professional
My friend just lost their job and I don't know how to be there for them. Could use some advice from people who've been through it.,peer_support
I'm in crisis and I don't know how to get through tonight today. Is there anyone I can talk to today?,crisis
I can't be alone with my thoughts today. They're stronger than before. a hotline number.,crisis
I think I'm slowly drifting from my roommate and it makes me making me second-guess myself. Has anyone move past it from that?,peer_support
I can't be alone with my thoughts this evening. They're constant. someone to talk to.,crisis
I'm in crisis and I don't know how to stay safe right now. Is there anyone I can talk to tonight?,crisis
"I've been waiting too long to see my GP about this. numb for two months, can't concentrate. Where do I even start?",professional
I keep having nightmares I can't shake and it's been almost a year. Is this something a clinical psychologist should handle?,professional
"I had a blah day, mostly just scrolling too much. Looking for small things I can do to shake it off.",self_help
"I think I might be depressed. I've felt anxious all day for almost a year, cry without warning, and can't shake it.",professional
I'm trying to be more grateful day to day. What are simple ways to feel a bit lighter?,self_help
I'm in crisis and I don't know how to get through tonight today. Is there anyone I can talk to tonight?,crisis
I have a plan to harm myself and I can't shake it. Please tell me how to stay safe tonight.,crisis
Work has been back-to-back this week and I'm a little groggy. What helps you get my energy back?,self_help
"I had a off day, mostly just an annoying meeting. Looking for small things I can do to shake it off.",self_help
Lost touch with most of my old friends since I went freelance and feeling fragile about reaching back out.,peer_support
I keep having nightmares I can't shake and it's been two months. Is this something a psychiatrist should handle?,professional
Just need to vent: career stuff with my brother has been wearing me down for a few weeks.,peer_support
Feeling strained after my team restructured. Anyone something similar?,peer_support
Work has been chaotic this week and I'm a little burnt out a tiny bit. What helps you decompress in the evening?,self_help
"After the accident I haven't been the same. lost interest in things I used to love, and I avoid anything that reminds me of it. Should I look for a therapist?",professional
I'm really struggling to forgive my partner after their words that day. How did you rebuild that trust?,peer_support
I keep having intrusive thoughts about losing control that I can't switch off. I think I need to get professional help.,professional
"I've been waiting too long to get professional help. hopeless for three months, lost interest in things I used to love. Where do I even start?",professional
I'm not safe right now and I don't know who to call. I need help tonight.,crisis
"I had a rough day, mostly just a stressful inbox. Looking for small things I can do to reset.",self_help
I've been on and off feeling anxious all day for years and I think it's time to actually start therapy. How do I know who's actually qualified?,professional
I'm in crisis and I don't know how to make it to morning this evening. Is there anyone I can talk to tonight?,crisis
I'm in crisis and I don't know how to get through tonight this evening. Is there anyone I can talk to this evening?,crisis
Lost touch with most of my old friends since I went freelance and feeling strained about showing up at things again.,peer_support
I can't be alone with my thoughts right now. They're stronger than before. a hotline number.,crisis
I've been arguing a lot with my sister about career stuff and it's really leaving me drained. Anyone else dealing with this?,peer_support
I'm not safe this evening and I don't know who to call. I need help right now.,crisis
I'm really struggling to forgive my best friend after being lied to. How did you let it go?,peer_support
I feel like the world would be better without me and I don't trust myself tonight.,crisis
Just need to vent: the wedding planning with my dad has been wearing me down for ages now.,peer_support
I'm in crisis and I don't know how to make it to morning this evening. Is there anyone I can talk to this evening?,crisis
Feeling strained after I was excluded from a key meeting. Anyone the same kind of distance?,peer_support
I keep thinking about ending my life and the thoughts are constant. I'm scared.,crisis
Going through a tough breakup and could use honest perspective from people who've been there.,peer_support
Anyone else feel like they have to act like everything's fine around my coworkers even when they're not okay?,peer_support
Work has been back-to-back this week and I'm a little drained. What helps you get my energy back?,self_help
I keep replaying a fight I had with my sister about parenting choices. Has anyone moved past something like that?,peer_support
My friend just broke up with their partner and I don't know how to be there for them. Could use some honest perspective.,peer_support
I've been feeling a bit a bit down lately because of a busy week. Any tips for getting back into a routine?,self_help
My friend just had a miscarriage and I don't know how to check in on them. Could use some a sanity check.,peer_support
I had a falling out with my partner over the wedding planning a few weeks ago and I keep replaying it. Could use a sanity check.,peer_support
I want to build a habit of going to bed earlier so I feel less off after long days.,self_help
My my closest coworker is going through moved across the country and I want to show up for them but I'm running out of energy. How do you keep showing up?,peer_support
"I've been waiting too long to talk to a therapist. flat for two months, barely eat. Where do I even start?",professional
I'm in crisis and I don't know how to stay safe this evening. Is there anyone I can talk to right now?,crisis
I've felt on edge constantly for over the whole semester and even journaling doesn't help anymore. I think I should get professional help.,professional
Work has been overpacked this week and I'm a little burnt out a tiny bit. What helps you sleep better?,self_help
"After the accident I haven't been the same. snap at everyone, and I avoid anything that reminds me of it. Should I look for a CBT therapist?",professional
I can't be alone with my thoughts tonight. They're harder to ignore. a way through tonight.,crisis
I have a plan to harm myself and I can't shake it. Please tell me who to call right now.,crisis
I've been feeling a bit a little flat lately because of bad sleep. Any tips for winding down at night?,self_help
I'm done trying to white-knuckle this. flashbacks since my dad's diagnosis and now barely eat. Looking for a therapist.,professional
I can't be alone with my thoughts this evening. They're getting louder. a hotline number.,crisis
Everything feels like the worst headspace I've been in and I'm thinking about ending it. where I can get help?,crisis
"I had a rough day, mostly just a stressful inbox. Looking for small things I can do to shake it off.",self_help
I'm in a really dark place and I'm worried I'm going to hurt myself. I need someone tonight.,crisis
I feel left out at work after I got bad feedback in a review and don't really have anyone to vent to.,peer_support
I can't be alone with my thoughts this evening. They're harder to ignore. someone to talk to.,crisis
I've felt disconnected for over most of this year and even time off doesn't help anymore. I think I should see a clinician.,professional
Lost touch with most of my old friends since I changed careers and feeling fragile about showing up at things again.,peer_support
Work has been overpacked this week and I'm a little burnt out a tiny bit. What helps you recharge on the weekend?,self_help
I'm in crisis and I don't know how to make it to morning this evening. Is there anyone I can talk to today?,crisis
Work has been intense this week and I'm a little groggy. What helps you get my energy back?,self_help
Things between me and my dad have been strained for the past year and I'm not sure who to talk to.,peer_support
I want to build a habit of morning stretches so I feel less uninspired after long days.,self_help
"I've been waiting too long to start therapy. anxious all day for almost a year, cry without warning. Where do I even start?",professional
I've been on and off feeling hopeless for years and I think it's time to actually get professional help. How do I find someone good?,professional
I've been on and off feeling disconnected for years and I think it's time to actually talk to a therapist. How do I even start looking?,professional
My friend just got diagnosed with something serious and I don't know how to be there for them. Could use some a sanity check.,peer_support
I'm not safe tonight and I don't know who to call. I need help tonight.,crisis
Things between me and my brother have been weird for ages now and I'm not sure who to share this with.,peer_support
I'm in crisis and I don't know how to make it to morning today. Is there anyone I can talk to this evening?,crisis
Just need to vent: parenting choices with my closest coworker has been wearing me down for a couple of months.,peer_support
I'm in crisis and I don't know how to stay safe right now. Is there anyone I can talk to right now?,crisis
I've been having dissociation since a job loss. It's affecting my work and my relationships and I don't think I can manage it on my own.,professional
I think I'm slowly drifting from my roommate and it makes me messing with my sleep. Has anyone rebuild that trust from that?,peer_support
I'm done trying to white-knuckle this. dissociation since a difficult breakup and now lost interest in things I used to love. Looking for a psychiatrist.,professional
Going through a tough breakup and could use a sanity check from people who've been there.,peer_support
I want to build a habit of a short walk so I feel less drained after long days.,self_help
I keep having intrusive thoughts about something happening to my family that I can't switch off. I think I need to get professional help.,professional
